Category,Subcategory,Region,State,Date,Product Name,Product ID,Sales,Profit,Discount,Size,Available Quantity,Sold Quantity,Color
Clothes,Sweaters,West,Pennsylvania,2022-06-10,Clothes Sweaters,1981,333.81,90.73,66.19,S,680,931,Black
Clothes,Hoodies,South,Florida,2022-12-27,Clothes Hoodies,4615,50.27,8.58,6.8,M,587,898,Pink
Shoes,Golf Shoes,South,Pennsylvania,2022-06-15,Shoes Golf Shoes,7746,254.8,75.85,33.12,M,511,1073,Red
Shoes,Sneakers,West,Ohio,2022-03-09,Shoes Sneakers,4331,330.11,76.54,44.99,M,649,819,Red
Accessories,Hats,North,Pennsylvania,2023-02-20,Accessories Hats,7591,412.73,56.4,27.41,S,625,917,Yellow
Accessories,Hats,East,New York,2022-02-02,Accessories Hats,5725,149.39,39.2,19.48,XL,561,941,Purple
Shoes,Skate Shoes,West,Ohio,2023-08-18,Shoes Skate Shoes,6212,265.75,70.63,52.88,M,517,1001,White
Accessories,Scarves,West,North Carolina,2023-02-10,Accessories Scarves,3717,240.68,68.25,18.54,L,668,1088,Black
Accessories,Watches,South,North Carolina,2022-05-14,Accessories Watches,6405,238.62,36.24,30.05,XL,547,801,Purple
Shoes,Slippers,North,Illinois,2022-11-23,Shoes Slippers,6834,328.17,45.27,40.41,M,664,977,Blue
Shoes,Loafers,West,California,2022-08-02,Shoes Loafers,8275,311.39,77.3,60.27,XL,558,811,Blue
Shoes,Hiking Boots,East,Georgia,2023-01-23,Shoes Hiking Boots,2880,204.31,33.48,10.76,XL,561,869,Pink
Clothes,Dresses,East,Michigan,2023-11-26,Clothes Dresses,6529,248.7,53.55,17.92,S,549,882,Green
Clothes,Trousers,South,Texas,2023-04-29,Clothes Trousers,1419,180.67,32.17,31.99,M,595,1061,Yellow
Clothes,Trousers,North,Texas,2023-02-09,Clothes Trousers,3281,171.1,25.43,10.3,L,529,886,Yellow
Clothes,Coats,West,California,2022-10-13,Clothes Coats,2149,372.13,51.8,24.42,XL,648,843,Blue
Accessories,Gloves,South,Michigan,2022-01-17,Accessories Gloves,6066,347.04,83.41,63.61,L,626,970,Blue
Accessories,Gloves,North,Illinois,2022-02-21,Accessories Gloves,3862,362.98,93.17,54.82,XL,591,838,Pink
Accessories,Jewelry,East,Texas,2023-11-29,Accessories Jewelry,4211,235.79,26.81,35.04,S,526,1080,Blue
Accessories,Jewelry,East,Michigan,2023-02-14,Accessories Jewelry,5532,455.95,74.66,70.51,M,619,834,Red
Shoes,Boots,East,North Carolina,2022-12-30,Shoes Boots,2231,101.2,14.83,12.81,M,538,1038,Purple
Accessories,Keychains,North,Pennsylvania,2023-10-18,Accessories Keychains,3869,76.94,13.09,10.86,M,604,887,Pink
Clothes,Leggings,South,New York,2022-03-23,Clothes Leggings,9871,71.97,7.33,9.34,M,699,1097,Black
Clothes,Jeans,South,Ohio,2023-03-09,Clothes Jeans,7955,219.64,34.77,22.9,S,583,844,Red
Accessories,Gloves,South,California,2022-02-12,Accessories Gloves,1609,324.02,85.32,61.0,S,567,876,Black
Clothes,Blouses,North,Pennsylvania,2022-04-29,Clothes Blouses,4740,94.38,10.7,16.63,M,694,1046,Yellow
Shoes,Boots,West,Georgia,2023-05-31,Shoes Boots,4475,153.76,25.53,19.5,S,642,1086,Yellow
Clothes,Jeans,North,Ohio,2023-02-20,Clothes Jeans,8623,274.24,68.05,36.8,L,569,1020,Yellow
Shoes,Boots,South,Illinois,2023-07-23,Shoes Boots,3240,258.07,72.51,17.57,XL,589,904,Black
Shoes,Flats,South,California,2023-02-04,Shoes Flats,4929,484.66,81.62,76.86,S,605,939,White
Clothes,Hoodies,South,Texas,2022-02-18,Clothes Hoodies,3768,259.44,48.27,16.7,S,693,805,Black
Clothes,Underwear,South,Michigan,2023-07-07,Clothes Underwear,4427,256.09,46.98,39.41,M,636,878,Black
Shoes,Skate Shoes,North,North Carolina,2023-04-22,Shoes Skate Shoes,3914,456.49,96.25,75.27,XL,632,1012,Yellow
Accessories,Headbands,North,North Carolina,2023-04-05,Accessories Headbands,2986,163.53,31.86,23.62,S,588,1011,Red
Clothes,Leggings,East,Florida,2022-12-22,Clothes Leggings,9269,166.14,20.01,14.84,XL,522,1058,Red
Clothes,Jeans,North,North Carolina,2023-07-12,Clothes Jeans,4747,288.59,63.61,53.35,XL,695,1030,Green
Shoes,Golf Shoes,South,Illinois,2023-03-05,Shoes Golf Shoes,8628,414.36,123.56,75.59,M,547,919,Yellow
Accessories,Keychains,South,Florida,2022-05-09,Accessories Keychains,6801,115.25,32.33,13.34,XL,605,821,Yellow
Accessories,Sunglasses,North,North Carolina,2023-10-14,Accessories Sunglasses,5646,491.22,61.38,46.59,XL,510,900,Green
Clothes,Leggings,East,Pennsylvania,2023-04-02,Clothes Leggings,8915,25.84,5.5,1.98,L,541,946,Green
Accessories,Wallets,West,California,2022-05-19,Accessories Wallets,3752,392.51,106.49,49.55,S,603,833,Orange
Clothes,Shorts,North,Illinois,2022-12-06,Clothes Shorts,2415,208.34,22.54,20.45,XL,567,1024,Yellow
Accessories,Scarves,West,New York,2023-11-23,Accessories Scarves,1563,405.09,97.08,46.78,M,603,936,Black
Shoes,Sandals,South,Ohio,2023-04-02,Shoes Sandals,4278,312.34,33.99,29.47,XL,610,1070,Pink
Shoes,Hiking Boots,South,Michigan,2023-04-12,Shoes Hiking Boots,9794,186.7,33.37,34.31,M,531,874,Red
Shoes,Skate Shoes,West,California,2022-10-08,Shoes Skate Shoes,4692,195.9,37.28,25.37,M,646,878,Purple
Accessories,Socks,North,North Carolina,2023-07-15,Accessories Socks,4901,232.45,39.31,31.99,S,541,1085,Pink
Shoes,Soccer Shoes,South,Michigan,2023-01-09,Shoes Soccer Shoes,7891,454.3,106.2,41.0,S,532,806,Purple
Clothes,Leggings,West,New York,2023-12-15,Clothes Leggings,4100,368.97,88.61,34.54,XL,548,887,Gray
Shoes,Heels,North,Georgia,2022-01-06,Shoes Heels,9727,200.53,36.91,22.62,M,672,982,Pink
Accessories,Watches,South,Illinois,2023-07-11,Accessories Watches,3848,182.51,19.14,17.84,M,632,1026,Green
Accessories,Bags,West,Ohio,2022-12-04,Accessories Bags,3067,74.63,14.4,6.57,S,557,1000,Blue
Clothes,Pajamas,East,Florida,2023-04-09,Clothes Pajamas,8057,189.9,42.78,29.61,XL,506,1014,Orange
Accessories,Gloves,North,Pennsylvania,2023-04-18,Accessories Gloves,1923,343.01,89.27,46.13,M,571,1041,Green
Clothes,Pajamas,West,Florida,2022-03-05,Clothes Pajamas,2425,151.95,42.84,15.22,L,523,1009,Pink
Clothes,Trousers,North,California,2022-05-29,Clothes Trousers,6981,421.77,107.39,36.35,L,614,1024,Red
Clothes,Leggings,East,California,2022-11-11,Clothes Leggings,1726,101.24,11.53,9.63,L,639,875,Blue
Clothes,Skirts,West,North Carolina,2023-11-05,Clothes Skirts,3648,201.16,46.14,29.11,XL,679,947,White
Shoes,Hiking Boots,East,Pennsylvania,2022-08-13,Shoes Hiking Boots,3447,341.39,63.45,38.71,M,643,901,Blue
Clothes,Leggings,West,Michigan,2023-12-01,Clothes Leggings,6161,471.21,68.78,88.14,S,542,898,Orange
Shoes,Hiking Boots,South,Michigan,2022-05-27,Shoes Hiking Boots,5313,37.03,8.71,2.15,S,608,1033,Blue
Accessories,Hats,East,Florida,2022-12-20,Accessories Hats,6650,58.5,16.62,8.26,M,639,922,Purple
Shoes,Soccer Shoes,North,Georgia,2023-09-03,Shoes Soccer Shoes,5737,375.58,79.38,64.11,L,616,942,Red
Accessories,Keychains,West,North Carolina,2022-10-19,Accessories Keychains,3173,385.29,87.92,69.65,M,693,993,White
Clothes,Pajamas,South,Ohio,2023-01-24,Clothes Pajamas,1048,195.16,46.63,38.78,L,504,921,Purple
Accessories,Jewelry,West,California,2022-01-06,Accessories Jewelry,3789,330.51,38.08,33.74,XL,566,1064,Orange
Shoes,Sandals,West,Michigan,2023-01-04,Shoes Sandals,1432,54.57,10.81,3.74,M,588,838,Gray
Shoes,Slippers,West,New York,2023-08-06,Shoes Slippers,5868,61.02,14.67,10.31,S,611,921,White
Clothes,Blouses,West,Georgia,2022-12-05,Clothes Blouses,8832,329.54,37.13,21.72,XL,564,902,Yellow
Shoes,Slippers,South,Georgia,2022-08-07,Shoes Slippers,3050,143.88,33.07,19.44,M,690,974,White
Shoes,Slippers,East,Texas,2023-04-11,Shoes Slippers,4183,156.35,17.41,20.34,S,511,1012,Yellow
Shoes,Heels,West,Illinois,2023-09-25,Shoes Heels,9650,228.54,39.96,44.27,M,590,879,Red
Accessories,Umbrellas,East,New York,2023-07-21,Accessories Umbrellas,1221,389.85,111.01,69.73,XL,553,1048,Yellow
Shoes,Running Shoes,East,North Carolina,2022-10-07,Shoes Running Shoes,7470,187.25,22.24,33.81,S,507,994,Pink
Accessories,Gloves,West,Michigan,2023-08-18,Accessories Gloves,9146,244.74,32.97,39.1,XL,551,810,Gray
Accessories,Jewelry,East,California,2022-09-14,Accessories Jewelry,6966,38.8,11.2,5.99,S,586,900,Blue
Clothes,Trousers,South,Florida,2022-03-22,Clothes Trousers,1264,91.63,27.4,17.31,M,511,893,Orange
Clothes,Jackets,West,California,2023-12-24,Clothes Jackets,2828,13.4,2.09,1.39,M,636,820,Orange
Shoes,Golf Shoes,North,New York,2022-04-06,Shoes Golf Shoes,6747,92.05,18.18,11.18,L,530,980,Pink
Shoes,Tennis Shoes,East,Illinois,2022-03-19,Shoes Tennis Shoes,2416,390.12,87.76,52.04,S,504,1014,Gray
Accessories,Belts,West,Georgia,2023-11-02,Accessories Belts,3198,473.59,110.38,35.22,XL,549,962,Orange
Clothes,Skirts,South,Florida,2022-08-09,Clothes Skirts,8370,99.96,15.11,8.32,XL,507,900,Pink
Clothes,Blouses,West,Michigan,2023-05-10,Clothes Blouses,5103,374.22,45.77,47.35,S,523,989,Gray
Clothes,Blouses,East,Florida,2023-05-28,Clothes Blouses,2874,51.76,12.52,4.75,XL,525,984,Red
Shoes,Tennis Shoes,South,Florida,2022-07-11,Shoes Tennis Shoes,1982,420.5,91.84,29.91,M,530,1089,Pink
Clothes,Pajamas,East,Florida,2023-02-11,Clothes Pajamas,5359,462.73,82.19,29.13,L,518,1023,Green
Accessories,Watches,South,California,2023-11-13,Accessories Watches,8177,185.34,46.61,29.65,S,535,1011,Black
Clothes,Suits,South,Pennsylvania,2022-09-16,Clothes Suits,8085,394.49,41.11,68.29,XL,668,1092,Purple
Shoes,Slippers,South,Georgia,2022-11-19,Shoes Slippers,5879,178.37,26.79,15.3,L,604,940,Pink
Shoes,Tennis Shoes,North,Ohio,2022-09-23,Shoes Tennis Shoes,7110,191.66,35.31,37.8,M,579,1030,Yellow
Clothes,Sweaters,West,California,2023-01-16,Clothes Sweaters,7349,298.79,58.17,38.32,L,634,1089,Black
Shoes,Tennis Shoes,North,California,2022-10-18,Shoes Tennis Shoes,3605,100.37,26.53,13.37,S,688,869,Purple
Clothes,Jeans,West,New York,2023-04-13,Clothes Jeans,8351,359.97,98.87,46.61,XL,522,948,Red
Accessories,Wallets,East,Pennsylvania,2023-07-22,Accessories Wallets,1336,302.04,86.23,44.24,XL,510,1076,Black
Shoes,Loafers,West,Florida,2023-01-19,Shoes Loafers,2337,99.48,21.21,17.89,M,517,846,Pink
Clothes,Shorts,North,Florida,2022-02-14,Clothes Shorts,8249,228.76,63.6,25.9,XL,605,1094,White
Clothes,Shorts,North,California,2023-05-14,Clothes Shorts,5859,192.37,39.63,33.7,L,654,882,Blue
Shoes,Running Shoes,West,California,2022-02-04,Shoes Running Shoes,1684,65.29,12.29,7.02,L,567,850,White
Accessories,Watches,West,Texas,2022-06-06,Accessories Watches,2698,179.55,30.23,22.93,L,644,849,Black
Accessories,Belts,East,Michigan,2023-10-28,Accessories Belts,8230,308.36,83.35,39.25,S,643,911,Gray
Shoes,Tennis Shoes,East,Ohio,2022-08-22,Shoes Tennis Shoes,9555,319.55,34.32,18.86,S,582,816,White
Clothes,Dresses,South,Georgia,2023-11-26,Clothes Dresses,2106,225.76,45.57,16.06,L,595,1033,Black
Clothes,Underwear,North,Ohio,2022-08-04,Clothes Underwear,1304,229.56,31.36,15.98,L,625,1012,Purple
Clothes,Coats,East,Michigan,2023-12-28,Clothes Coats,4206,317.62,75.56,16.2,XL,601,975,Yellow
Clothes,Pajamas,South,Texas,2023-04-29,Clothes Pajamas,6008,356.3,57.59,71.14,S,559,1099,Pink
Shoes,Running Shoes,East,California,2022-02-12,Shoes Running Shoes,6929,155.0,39.57,14.6,M,667,964,Pink
Shoes,Skate Shoes,East,Georgia,2022-05-29,Shoes Skate Shoes,9870,238.09,35.6,39.42,L,529,885,Green
Accessories,Hats,North,Michigan,2023-09-03,Accessories Hats,3754,337.58,62.19,29.13,M,562,986,Gray
Accessories,Belts,North,North Carolina,2022-06-19,Accessories Belts,7645,460.49,114.86,81.05,S,551,866,Blue
Accessories,Scarves,West,Texas,2023-12-09,Accessories Scarves,1790,336.75,95.45,62.52,XL,556,924,Purple
Accessories,Sunglasses,East,Pennsylvania,2022-07-29,Accessories Sunglasses,7015,418.91,42.77,74.84,M,675,1006,Blue
Shoes,Cycling Shoes,West,New York,2022-10-23,Shoes Cycling Shoes,4603,31.88,5.9,3.64,L,684,989,Orange
Shoes,Tennis Shoes,East,Texas,2022-03-14,Shoes Tennis Shoes,2491,211.34,23.96,32.28,L,547,930,Purple
Clothes,Dresses,North,Florida,2023-08-04,Clothes Dresses,3941,357.78,72.15,64.16,S,592,1073,Yellow
Clothes,Pajamas,South,California,2023-07-19,Clothes Pajamas,5092,121.28,18.98,17.79,L,547,1038,Yellow
Accessories,Jewelry,South,Illinois,2023-08-21,Accessories Jewelry,7769,95.68,17.43,16.8,S,537,990,White
Accessories,Necklaces,South,Texas,2023-08-07,Accessories Necklaces,4778,114.23,24.65,11.25,S,622,841,Pink
Accessories,Watches,North,California,2023-12-14,Accessories Watches,2900,303.25,54.66,36.81,XL,505,1075,Green
Shoes,Flats,North,Ohio,2022-07-10,Shoes Flats,8280,111.03,16.05,12.48,L,528,1076,Green
Clothes,Shorts,South,New York,2023-05-22,Clothes Shorts,8501,286.21,59.42,22.58,S,541,803,Blue
Clothes,Blouses,East,Illinois,2022-02-13,Clothes Blouses,7290,410.34,63.55,34.88,L,664,917,Red
Clothes,Underwear,South,Illinois,2023-01-15,Clothes Underwear,7145,38.33,5.31,2.13,XL,677,811,Yellow
Shoes,Sandals,East,Michigan,2023-01-11,Shoes Sandals,8109,165.99,28.6,24.78,L,656,952,Red
Accessories,Headbands,North,Ohio,2022-07-24,Accessories Headbands,8823,214.1,61.47,35.69,S,633,1014,Green
Accessories,Scarves,North,Illinois,2022-12-30,Accessories Scarves,4531,252.59,37.93,22.71,M,598,945,Yellow
Shoes,Slippers,West,Illinois,2023-11-02,Shoes Slippers,2201,402.72,106.99,40.5,S,651,825,Yellow
Clothes,Dresses,West,New York,2023-01-14,Clothes Dresses,8232,413.36,88.01,59.2,XL,685,955,Purple
Accessories,Belts,West,Georgia,2022-03-17,Accessories Belts,3546,308.19,37.86,49.58,M,647,1085,Gray
Clothes,Skirts,North,New York,2022-01-01,Clothes Skirts,8479,416.19,50.82,30.95,XL,687,918,Pink
Clothes,Dresses,East,Pennsylvania,2023-08-10,Clothes Dresses,6228,459.21,70.0,23.31,XL,519,1008,Blue
Clothes,Dresses,West,Texas,2023-07-09,Clothes Dresses,5799,122.95,21.19,18.09,XL,618,991,Purple
Accessories,Keychains,West,Georgia,2022-09-08,Accessories Keychains,5049,195.05,25.83,13.42,L,643,890,Green
Shoes,Sandals,West,Florida,2022-06-25,Shoes Sandals,6315,465.64,55.03,59.22,S,651,1083,Yellow
Shoes,Heels,South,Illinois,2023-05-03,Shoes Heels,7548,481.83,97.13,43.62,S,601,891,Blue
Accessories,Scarves,West,Michigan,2023-04-24,Accessories Scarves,3469,31.91,7.31,6.23,XL,533,960,Red
Clothes,Hoodies,North,Florida,2023-11-07,Clothes Hoodies,7859,329.71,89.51,62.29,XL,632,973,Yellow
Accessories,Umbrellas,East,New York,2022-08-27,Accessories Umbrellas,5717,151.0,19.19,20.19,M,615,997,Blue
Shoes,Tennis Shoes,West,North Carolina,2022-07-07,Shoes Tennis Shoes,3253,11.29,2.07,1.9,XL,660,883,Yellow
Clothes,Shirts,North,Georgia,2022-07-01,Clothes Shirts,4276,416.09,81.29,38.57,S,586,1098,Blue
Accessories,Ties,East,Pennsylvania,2023-11-02,Accessories Ties,5894,106.56,14.35,12.43,M,628,984,Red
Clothes,Leggings,East,Texas,2022-10-10,Clothes Leggings,2538,50.87,12.97,5.68,M,500,972,Pink
Clothes,Blouses,West,Texas,2023-11-12,Clothes Blouses,9696,283.53,65.35,34.81,XL,578,1094,Yellow
Clothes,Dresses,South,North Carolina,2023-11-23,Clothes Dresses,7359,44.05,5.04,5.12,M,637,1091,Blue
Clothes,Sweaters,East,Michigan,2023-05-25,Clothes Sweaters,2703,247.6,46.25,25.73,S,634,840,Pink
Accessories,Headbands,West,Florida,2023-02-02,Accessories Headbands,7516,174.46,27.7,30.21,S,653,844,Black
Accessories,Jewelry,South,Florida,2022-12-22,Accessories Jewelry,7533,476.23,95.48,64.75,L,524,908,Purple
Accessories,Headbands,South,Georgia,2022-11-12,Accessories Headbands,9306,466.17,48.18,35.46,XL,569,1013,Yellow
Accessories,Jewelry,South,Georgia,2023-12-11,Accessories Jewelry,4544,406.54,110.89,30.54,M,570,900,White
Clothes,Shirts,North,Ohio,2023-07-27,Clothes Shirts,9859,312.85,54.33,32.02,S,630,1080,Blue
Shoes,Slippers,West,Florida,2022-09-02,Shoes Slippers,6516,121.87,21.03,17.58,L,688,960,Blue
Shoes,Skate Shoes,West,Ohio,2022-07-07,Shoes Skate Shoes,9098,225.07,55.39,17.5,XL,537,882,Blue
Clothes,Jeans,West,Georgia,2023-06-17,Clothes Jeans,1929,197.73,33.24,25.09,S,666,939,Black
Shoes,Heels,East,New York,2022-01-03,Shoes Heels,6454,397.4,69.74,66.77,L,617,982,Gray
Clothes,Sweaters,North,California,2022-08-11,Clothes Sweaters,2161,376.23,57.56,70.54,M,664,1085,Gray
Clothes,Trousers,South,Texas,2022-03-16,Clothes Trousers,6816,128.44,29.62,14.55,S,663,1066,Blue
Shoes,Hiking Boots,East,Georgia,2022-11-08,Shoes Hiking Boots,5353,328.21,94.56,52.64,L,596,976,Gray
Clothes,Hoodies,South,New York,2023-06-23,Clothes Hoodies,2878,208.33,52.51,22.08,XL,580,830,Purple
Accessories,Sunglasses,West,New York,2023-11-05,Accessories Sunglasses,1306,77.19,23.04,10.61,S,643,867,Green
Clothes,Blouses,West,Illinois,2022-04-07,Clothes Blouses,9763,484.89,128.55,62.3,M,522,916,Red
Accessories,Keychains,South,Florida,2023-06-16,Accessories Keychains,7401,387.06,101.69,29.56,XL,619,908,Yellow
Accessories,Keychains,North,Pennsylvania,2022-09-15,Accessories Keychains,7753,56.76,16.5,10.96,M,595,988,Black
Shoes,Slippers,East,Ohio,2023-07-14,Shoes Slippers,4792,452.92,126.43,72.39,S,612,1027,White
Accessories,Headbands,North,Florida,2023-12-06,Accessories Headbands,7646,94.67,17.04,8.55,M,669,905,Red
Clothes,Jackets,East,Georgia,2023-09-24,Clothes Jackets,1257,78.41,15.37,15.59,M,683,1081,Purple
Clothes,Pajamas,East,Georgia,2022-05-04,Clothes Pajamas,8296,412.15,94.94,36.3,M,650,867,Purple
Accessories,Jewelry,South,Illinois,2023-11-08,Accessories Jewelry,1866,36.37,6.2,4.08,S,676,919,Purple
Clothes,Skirts,North,Illinois,2022-10-16,Clothes Skirts,4792,126.16,15.31,14.7,XL,512,852,Green
Shoes,Basketball Shoes,East,Pennsylvania,2023-08-09,Shoes Basketball Shoes,8532,85.87,11.31,12.1,S,595,900,Purple
Shoes,Boots,West,California,2023-01-07,Shoes Boots,7135,233.05,53.4,24.07,S,683,804,Pink
Accessories,Ties,West,California,2023-04-05,Accessories Ties,5942,305.83,69.84,31.09,S,597,1085,White
Shoes,Golf Shoes,South,Ohio,2022-05-25,Shoes Golf Shoes,4140,491.8,100.62,31.2,M,644,987,Green
Shoes,Sandals,East,Ohio,2023-12-11,Shoes Sandals,6877,30.7,7.29,5.92,L,556,967,Pink
Accessories,Ties,North,New York,2023-09-07,Accessories Ties,4187,450.6,72.51,40.5,S,647,968,Gray
Accessories,Gloves,West,Georgia,2023-08-08,Accessories Gloves,2896,434.65,43.75,78.48,M,615,1069,Black
Shoes,Running Shoes,East,New York,2022-01-11,Shoes Running Shoes,7487,464.86,51.5,87.67,L,695,1007,Black
Accessories,Scarves,East,Georgia,2023-10-09,Accessories Scarves,9046,21.4,2.58,2.25,M,638,1098,White
Accessories,Gloves,East,Georgia,2022-08-25,Accessories Gloves,9385,367.95,81.48,71.99,XL,548,856,Orange
Shoes,Boots,South,Michigan,2023-02-06,Shoes Boots,9726,418.41,98.52,71.42,M,592,1053,Blue
Clothes,Shirts,South,Michigan,2023-02-08,Clothes Shirts,4689,214.38,27.59,18.15,S,686,920,Pink
Accessories,Ties,West,New York,2022-04-30,Accessories Ties,5819,391.31,104.29,61.28,XL,582,1098,Gray
Shoes,Cycling Shoes,South,Georgia,2023-07-17,Shoes Cycling Shoes,4553,477.66,80.59,79.86,M,673,927,Green
Clothes,Shirts,North,Ohio,2022-03-11,Clothes Shirts,5704,426.39,110.27,55.85,S,688,1086,Gray
Clothes,Jeans,North,Georgia,2023-01-04,Clothes Jeans,5266,149.09,38.68,15.81,L,504,967,Orange
Clothes,Coats,South,Georgia,2022-11-13,Clothes Coats,4150,22.46,5.48,4.2,S,549,924,Gray
Clothes,Blouses,West,New York,2022-11-24,Clothes Blouses,8952,61.42,12.64,5.39,S,693,1077,Green
Shoes,Hiking Boots,North,Pennsylvania,2022-01-26,Shoes Hiking Boots,6215,446.52,113.27,83.83,XL,521,807,Orange
Accessories,Umbrellas,North,Florida,2023-12-18,Accessories Umbrellas,8303,288.99,83.8,54.05,M,667,803,Red
Accessories,Jewelry,East,Michigan,2022-11-12,Accessories Jewelry,8015,493.94,139.48,36.68,M,636,1065,Gray
Shoes,Flats,South,New York,2022-12-25,Shoes Flats,7227,149.79,17.87,21.64,L,698,953,Red
Accessories,Headbands,West,Pennsylvania,2023-09-26,Accessories Headbands,5504,126.24,32.22,18.62,L,526,905,Black
Shoes,Boots,North,California,2022-10-22,Shoes Boots,1254,180.84,32.8,21.94,S,618,986,Blue
Clothes,Dresses,East,New York,2023-09-17,Clothes Dresses,2398,270.69,29.69,19.72,M,552,974,Black
Clothes,Skirts,North,Pennsylvania,2023-01-05,Clothes Skirts,6719,435.96,49.0,44.31,XL,506,812,Purple
Shoes,Sneakers,East,California,2022-01-20,Shoes Sneakers,8467,68.41,14.69,6.68,XL,610,911,Green
Clothes,Blouses,North,Michigan,2023-11-26,Clothes Blouses,2921,49.96,14.97,6.02,XL,626,1044,Pink
Accessories,Hats,South,California,2022-12-22,Accessories Hats,8281,124.05,22.49,6.38,M,609,976,Pink
Accessories,Headbands,South,Georgia,2022-08-19,Accessories Headbands,4920,293.6,44.46,26.58,L,528,1053,Black
Accessories,Headbands,East,New York,2022-03-26,Accessories Headbands,2378,388.52,90.48,43.59,L,550,1019,Blue
Clothes,Trousers,North,North Carolina,2022-09-19,Clothes Trousers,3070,135.11,15.84,26.13,S,592,955,Black
Shoes,Basketball Shoes,North,Ohio,2023-11-01,Shoes Basketball Shoes,9956,247.72,44.44,34.03,M,545,972,Black
Accessories,Hats,North,California,2022-09-25,Accessories Hats,1942,170.13,50.28,29.51,L,548,834,Black
Clothes,Shorts,West,New York,2023-09-20,Clothes Shorts,4007,21.68,2.85,2.24,XL,642,805,Green
Clothes,Sweaters,South,Pennsylvania,2022-12-11,Clothes Sweaters,8726,350.79,58.19,44.11,M,600,1074,Gray
Accessories,Scarves,South,Pennsylvania,2022-03-09,Accessories Scarves,1089,275.83,78.06,24.09,M,666,1028,Green
Shoes,Skate Shoes,West,Georgia,2023-02-14,Shoes Skate Shoes,3719,495.41,92.03,38.44,S,644,890,Orange
Shoes,Flats,North,Michigan,2023-07-22,Shoes Flats,3227,472.7,96.78,41.88,S,655,1089,Purple
Shoes,Tennis Shoes,South,Pennsylvania,2023-09-24,Shoes Tennis Shoes,1043,339.38,93.77,52.48,XL,548,824,Green
Clothes,Underwear,East,New York,2022-04-14,Clothes Underwear,8796,106.76,15.38,16.6,L,516,1067,White
Accessories,Gloves,North,Florida,2023-11-01,Accessories Gloves,1518,213.06,53.15,28.46,M,524,1071,Black
Shoes,Cycling Shoes,West,Illinois,2022-03-29,Shoes Cycling Shoes,7498,244.87,51.92,18.44,L,698,989,Green
Clothes,Suits,South,Michigan,2022-06-02,Clothes Suits,2806,276.68,54.1,23.5,S,504,1008,Black
Shoes,Tennis Shoes,East,Pennsylvania,2022-06-21,Shoes Tennis Shoes,6802,265.21,30.71,30.98,L,637,1005,Orange
Shoes,Cycling Shoes,North,California,2022-04-06,Shoes Cycling Shoes,1970,486.96,91.92,25.75,L,555,1032,Gray
Accessories,Keychains,North,Florida,2023-07-23,Accessories Keychains,2462,492.99,105.28,39.99,M,689,872,Blue
Clothes,Coats,West,Georgia,2023-05-22,Clothes Coats,7623,279.54,60.71,49.5,XL,677,943,Gray
Shoes,Basketball Shoes,South,Texas,2023-11-22,Shoes Basketball Shoes,6954,423.49,126.72,50.22,S,613,840,Black
Accessories,Umbrellas,South,North Carolina,2023-03-09,Accessories Umbrellas,2039,376.65,80.33,54.97,L,695,1098,Yellow
Accessories,Socks,West,Ohio,2022-10-07,Accessories Socks,5801,66.14,9.5,5.95,M,562,953,Gray
Shoes,Heels,East,Georgia,2022-04-28,Shoes Heels,4364,10.98,3.04,0.77,S,613,981,Orange
Accessories,Socks,South,Illinois,2023-09-01,Accessories Socks,3858,415.65,45.13,79.22,XL,514,892,Yellow
Accessories,Scarves,North,Pennsylvania,2023-07-05,Accessories Scarves,3742,55.17,13.48,9.95,S,661,803,White
Shoes,Slippers,East,Pennsylvania,2022-02-27,Shoes Slippers,5929,253.25,75.93,36.24,M,608,881,White
Clothes,Pajamas,West,Georgia,2023-05-24,Clothes Pajamas,7060,196.59,42.62,26.39,M,599,1086,Purple
Accessories,Watches,West,Texas,2023-10-30,Accessories Watches,1844,461.96,78.19,74.23,L,618,1075,White
Accessories,Bags,South,Georgia,2023-01-02,Accessories Bags,2431,449.76,112.1,59.92,M,516,929,Green
Accessories,Watches,North,Texas,2022-07-11,Accessories Watches,8042,172.87,50.78,10.91,XL,649,1038,Purple
Clothes,Skirts,North,New York,2022-11-15,Clothes Skirts,4568,474.1,100.49,26.54,M,549,966,Black
Shoes,Hiking Boots,East,Texas,2023-06-22,Shoes Hiking Boots,8767,467.24,106.66,51.46,S,650,867,Orange
Accessories,Bags,West,Ohio,2023-10-21,Accessories Bags,3796,358.73,48.87,54.09,XL,539,904,Pink
Shoes,Sneakers,South,Florida,2022-04-10,Shoes Sneakers,1487,203.69,23.08,15.26,S,635,916,Orange
Clothes,Suits,North,Florida,2023-03-25,Clothes Suits,1194,182.33,39.7,23.5,S,527,939,Orange
Accessories,Umbrellas,West,Pennsylvania,2022-09-01,Accessories Umbrellas,5683,339.21,78.06,54.06,L,583,818,Orange
Shoes,Heels,North,Ohio,2023-01-12,Shoes Heels,9048,479.96,122.26,80.66,M,598,1036,Yellow
Clothes,Pajamas,East,Ohio,2022-12-28,Clothes Pajamas,9986,14.67,1.98,0.81,XL,552,1082,Purple
Accessories,Umbrellas,North,Texas,2023-08-04,Accessories Umbrellas,2490,489.97,92.11,50.07,S,638,805,White
Shoes,Basketball Shoes,East,New York,2022-01-26,Shoes Basketball Shoes,9603,411.8,45.81,23.06,L,506,932,Blue
